,entities,context_annotations,source,geo,conversation_id,public_metrics,text,id,lang,created_at,possibly_sensitive,author_id,reply_settings,attachments,referenced_tweets,in_reply_to_user_id
25,"{'annotations': [{'start': 38, 'end': 43, 'probability': 0.8108, 'type': 'Person', 'normalized_text': 'Warner'}, {'start': 59, 'end': 62, 'probability': 0.9783, 'type': 'Person', 'normalized_text': 'Lucy'}, {'start': 155, 'end': 159, 'probability': 0.9942, 'type': 'Person', 'normalized_text': 'Biden'}]}",,Twitter for iPad,{'place_id': '756059b9675acdae'},1112924987239944192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Ok, Sexual Assault Investigator here! Warner just lost me ""Lucy has to be believed"". My read is that women were touched! So? Did you object at the time w/ Biden standing right there? No? Why not? You didn't think he would fire you if you objected, did you? I seriously doubt it.",1112924987239944192,en,2019-04-02T03:49:28.000Z,False,395700994,everyone,,,
26,"{'annotations': [{'start': 38, 'end': 43, 'probability': 0.9246, 'type': 'Place', 'normalized_text': 'Nevada'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'krassenstein', 'id': '133938408'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1061017390824079360', 'name': 'Brian Krassenstein', 'description': 'Brian Krassenstein'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1061017390824079360', 'name': 'Brian Krassenstein', 'description': 'Brian Krassenstein'}}]",Twitter for Android,{'place_id': '004e2b299a1fb473'},1112320902367244289,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@krassenstein I thought so too.  This Nevada woman needs to lighten up cuz a kiss on the back of the head is NOT sexual assault.,1112438468536340480,en,2019-03-31T19:36:13.000Z,False,477382009,everyone,,"[{'type': 'replied_to', 'id': '1112320902367244289'}]",133938408
27,"{'urls': [{'start': 202, 'end': 225, 'url': 'https://t.co/6FLAtdIUAK', 'expanded_url': 'https://twitter.com/RAINN/status/1075103416127492096', 'display_url': 'twitter.com/RAINN/status/1…'}], 'hashtags': [{'start': 188, 'end': 201, 'tag': 'NotYourFault'}], 'mentions': [{'start': 153, 'end': 159, 'username': 'RAINN', 'id': '18677951'}]}",,Twitter for iPhone,{'place_id': '078d435993ff02ed'},1075107273389891584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Always remember your not alone. There are people to talk and help you 24-7 no matter what's causing you pain.  As a survivor of military sexual assault, @RAINN is an amazing organization. #NotYourFault https://t.co/6FLAtdIUAK",1075107273389891584,en,2018-12-18T19:15:23.000Z,False,2214273559,everyone,,"[{'type': 'quoted', 'id': '1075103416127492096'}]",
28,"{'urls': [{'start': 106, 'end': 129, 'url': 'https://t.co/wCZ74hsL57', 'expanded_url': 'https://twitter.com/Jack_Burkman/status/1057304918745333760', 'display_url': 'twitter.com/Jack_Burkman/s…'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '874624885485477888', 'name': 'Robert Mueller', 'description': 'Robert Swan Mueller III is an American attorney who served as the sixth Director of the Federal Bureau of Investigation from 2001 to 2013.'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157181954', 'name': 'Hospitality'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596664692736', 'name': 'Hotel/Motel'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026483119', 'name': 'Holiday Inn'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864938653063159808', 'name': 'Hospitality', 'description': 'Hospitality'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '864939492947275776', 'name': 'Hotel/Motel', 'description': 'Hotel/Motel'}}]",Twitter for iPhone,{'place_id': '004e2b299a1fb473'},1057401154974420992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",So now the right is using false sexual assault allegations to discredit the liberal media and Meuller 🤨🤨🤨 https://t.co/wCZ74hsL57,1057401154974420992,en,2018-10-30T22:37:35.000Z,False,292614193,everyone,,,
29,"{'annotations': [{'start': 0, 'end': 14, 'probability': 0.3133, 'type': 'Organization', 'normalized_text': 'Quintez Cepheus'}], 'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/Gi2u0HQCxD', 'expanded_url': 'https://twitter.com/Area_Photog/status/1050385115942141952/photo/1', 'display_url': 'pic.twitter.com/Gi2u0HQCxD'}], 'hashtags': [{'start': 101, 'end': 107, 'tag': 'news3'}]}",,Twitter for iPhone,{'place_id': '07d9d2a74f080000'},1050385115942141952,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Quintez Cepheus entered a plea of not guilty to sexual assault charges. Has 30 days to file motions. #news3 https://t.co/Gi2u0HQCxD,1050385115942141952,en,2018-10-11T13:58:21.000Z,False,303776756,everyone,{'media_keys': ['3_1050385068949032960']},,
30,"{'annotations': [{'start': 61, 'end': 65, 'probability': 0.9993, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 75, 'end': 77, 'probability': 0.9297, 'type': 'Organization', 'normalized_text': 'GOP'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",Twitter for Android,{'place_id': '756059b9675acdae'},1047746304624001024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","For someone who constantly whines about things being rigged, Trump and the GOP sure did a number on this investigation to get what they wanted. Not that I doubted they'd force their guy through in the end no matter what came out. Now he's mocking a sexual assault victim. Gross.",1047746304624001024,en,2018-10-04T07:12:39.000Z,False,118934371,everyone,,,
31,"{'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/zQ0VqBW8wj', 'expanded_url': 'https://twitter.com/NBCNews/status/1047495277723176960', 'display_url': 'twitter.com/NBCNews/status…'}]}","[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '888193957263400964', 'name': 'Mitch McConnell', 'description': 'US Senator Mitch McConnell (KY)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '888193957263400964', 'name': 'Mitch McConnell', 'description': 'US Senator Mitch McConnell (KY)'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '877326946253684737', 'name': 'United States Senate', 'description': 'United States Senate'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}]",Twitter for iPhone,{'place_id': '004e2b299a1fb473'},1047630403488690177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","“These people”

He’s taking about sexual assault survivors... https://t.co/zQ0VqBW8wj",1047630403488690177,en,2018-10-03T23:32:06.000Z,False,249375123,everyone,,"[{'type': 'quoted', 'id': '1047495277723176960'}]",
32,"{'annotations': [{'start': 258, 'end': 271, 'probability': 0.9585, 'type': 'Person', 'normalized_text': 'Senator McCain'}], 'mentions': [{'start': 12, 'end': 22, 'username': 'JeffFlake', 'id': '16056306'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '877698272495755264', 'name': 'Jeff Flake', 'description': 'US Senator Jeff Flake (AZ)'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '890701499285651456', 'name': 'John McCain', 'description': 'US Senator John McCain (AZ)\n'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '877698272495755264', 'name': 'Jeff Flake', 'description': 'US Senator Jeff Flake (AZ)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '890701499285651456', 'name': 'John McCain', 'description': 'US Senator John McCain (AZ)\n'}}]",Twitter for iPhone,{'place_id': '004e2b299a1fb473'},1045698914018631680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Message for @JeffFlake from am man. It’s easy to make easy decision. But your true self comes out when you have to make the best decision in the best interest of the country and those without power like sexual assault victims. You didn’t learn anything from Senator McCain.,1045698914018631680,en,2018-09-28T15:37:03.000Z,False,941807955086905344,everyone,,,
33,"{'annotations': [{'start': 0, 'end': 10, 'probability': 0.5919, 'type': 'Organization', 'normalized_text': 'Republicans'}, {'start': 23, 'end': 31, 'probability': 0.896, 'type': 'Person', 'normalized_text': 'Kavanaugh'}, {'start': 70, 'end': 74, 'probability': 0.9998, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 113, 'end': 123, 'probability': 0.6659, 'type': 'Organization', 'normalized_text': 'Republicans'}], 'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/bio9UgJyrr', 'expanded_url': 'https://www.vox.com/policy-and-politics/2018/9/17/17869978/kavanaugh-trump-sexual-assault', 'display_url': 'vox.com/policy-and-pol…'}], 'hashtags': [{'start': 167, 'end': 187, 'tag': 'VoteBlueNoMatterWho'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1016678775298260992', 'name': 'Brett Kavanaugh', 'description': 'US Supreme Court nominee Brett Kavanaugh'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1016678775298260992', 'name': 'Brett Kavanaugh', 'description': 'US Supreme Court nominee Brett Kavanaugh'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",Twitter for iPhone,{'place_id': '004e2b299a1fb473'},1042468143984242689,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Republicans can’t hold Kavanaugh or anyone else accountable — because Trump is president https://t.co/bio9UgJyrr Republicans need to go!  Remember that on November 6. #VoteBlueNoMatterWho,1042468143984242689,en,2018-09-19T17:39:08.000Z,False,131221380,everyone,,,
34,"{'mentions': [{'start': 0, 'end': 15, 'username': 'PodSaveAmerica', 'id': '816869611480186880'}, {'start': 100, 'end': 108, 'username': 'jonfavs', 'id': '130496027'}]}",,Twitter for iPhone,{'place_id': '004e2b299a1fb473'},1041952042707824640,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@PodSaveAmerica There should be a content/trigger warning for the beginning of today’s episode when @jonfavs describes the sexual assault. Some of us were trying very hard to not know the details for a reason.,1041952042707824640,en,2018-09-18T07:28:20.000Z,False,187790839,everyone,,,816869611480186880
35,"{'mentions': [{'start': 15, 'end': 30, 'username': 'gumboqueen3030', 'id': '4730403444'}, {'start': 31, 'end': 36, 'username': 'USMC', 'id': '10126672'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157251587', 'name': 'Government/Education'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597226729473', 'name': 'Non-profit'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10024011845', 'name': 'U.S. Marine Corps'}}]",Twitter for iPhone,{'place_id': '004e2b299a1fb473'},1041404083750531072,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@poorhouseinmo @gumboqueen3030 @USMC A woman coming forward and telling her harrowing sexual assault story and opening herself up to right wing trolling and harassment is DEFINITELY braver than all Marines.,1041413861017047040,en,2018-09-16T19:49:47.000Z,False,187790839,everyone,,"[{'type': 'replied_to', 'id': '1041413272535216128'}]",869994459915837440
36,"{'annotations': [{'start': 5, 'end': 18, 'probability': 0.9324, 'type': 'Person', 'normalized_text': 'Quintez Cephus'}], 'urls': [{'start': 221, 'end': 244, 'url': 'https://t.co/R5dklerPHI', 'expanded_url': 'https://twitter.com/AmandaQTV/status/1039577842173050882/photo/1', 'display_url': 'pic.twitter.com/R5dklerPHI'}], 'hashtags': [{'start': 214, 'end': 220, 'tag': 'news3'}]}",,Twitter for iPhone,{'place_id': '07d9d2a74f080000'},1039577842173050882,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}","NOW: Quintez Cephus is awaiting to hear if he will go to trial for second &amp; third-degree sexual assault. First, the state wants to use the names “victim 1 and 2” instead of the initials of the alleged victims. #news3 https://t.co/R5dklerPHI",1039577842173050882,en,2018-09-11T18:14:06.000Z,False,397524351,everyone,{'media_keys': ['3_1039577827878871045']},,
37,"{'annotations': [{'start': 6, 'end': 13, 'probability': 0.5659, 'type': 'Person', 'normalized_text': 'McNamara'}, {'start': 71, 'end': 76, 'probability': 0.9234, 'type': 'Person', 'normalized_text': 'Patton'}], 'urls': [{'start': 256, 'end': 279, 'url': 'https://t.co/G1cf4ewInz', 'expanded_url': 'https://twitter.com/SchooterNEWS3/status/985898223733755904/photo/1', 'display_url': 'pic.twitter.com/G1cf4ewInz'}], 'hashtags': [{'start': 249, 'end': 255, 'tag': 'news3'}]}",,Twitter for iPhone,{'place_id': '07d9d7741dc85001'},985898223733755904,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Judge McNamara: “You saw her as an object for your pleasure and took.” Patton gets 10 years, the maximum for 3rd degree sexual assault and 3 years for exposure to a minor plus lifetime supervision as a sex offender. 6 1/2 in jail, 6 1/2 supervision #news3 https://t.co/G1cf4ewInz",985898223733755904,en,2018-04-16T15:10:28.000Z,False,303776756,everyone,{'media_keys': ['3_985898218654494722']},,
38,"{'annotations': [{'start': 0, 'end': 5, 'probability': 0.9355, 'type': 'Person', 'normalized_text': 'Patton'}], 'urls': [{'start': 107, 'end': 130, 'url': 'https://t.co/LSg2B2HShM', 'expanded_url': 'https://twitter.com/SchooterNEWS3/status/985892721192775680/photo/1', 'display_url': 'pic.twitter.com/LSg2B2HShM'}], 'hashtags': [{'start': 100, 'end': 106, 'tag': 'news3'}]}",,Twitter for iPhone,{'place_id': '07d9d2a74f080000'},985892721192775680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Patton at his sentencing for sexual assault: I wish I could take it back....I’m going to do better. #news3 https://t.co/LSg2B2HShM,985892721192775680,en,2018-04-16T14:48:36.000Z,False,303776756,everyone,{'media_keys': ['3_985892714683215872']},,
